id,secret,server,farm,title,isprimary,ispublic,isfriend,isfamily,license,o_width,o_height,dateupload,lastupdate,datetaken,datetakengranularity,datetakenunknown,ownername,iconserver,iconfarm,views,tags,machine_tags,latitude,longitude,accuracy,context,url_sq,height_sq,width_sq,url_t,height_t,width_t,url_s,height_s,width_s,url_m,height_m,width_m,url_z,height_z,width_z,url_l,height_l,width_l,url_o,height_o,width_o,url_q,height_q,width_q,url_n,height_n,width_n,url_k,height_k,width_k,url_h,height_h,width_h,pathalias,description_content
54432344027,6c5d9e6fde,65535,66,P1520937,0,1,0,0,9,3424,3424,2025-04-05 23:19:45 -0700,2025-04-20 00:03:29 -0700,2025-04-04 22:23:02 UTC,0,0,roland,5485,6,12,20250404a1 20250404 202504 2024 sun sunny eastvan eastvancouver vancouver bicycling notcloudy notrainy panasonicgm1photo panasonicgm1 gm1 gm1photo rolandtanglaophoto panasonicleica25mmf14 pinkflowerythings pinkflowerythings2025 2025,"",0,0,0,0,https://live.staticflickr.com/65535/54432344027_6c5d9e6fde_s.jpg,75,75,https://live.staticflickr.com/65535/54432344027_6c5d9e6fde_t.jpg,100,100,https://live.staticflickr.com/65535/54432344027_6c5d9e6fde_m.jpg,240,240,https://live.staticflickr.com/65535/54432344027_6c5d9e6fde.jpg,500,500,https://live.staticflickr.com/65535/54432344027_6c5d9e6fde_z.jpg,640,640,https://live.staticflickr.com/65535/54432344027_6c5d9e6fde_b.jpg,1024,1024,https://live.staticflickr.com/65535/54432344027_51aee6d80f_o.jpg,3424,3424,https://live.staticflickr.com/65535/54432344027_6c5d9e6fde_q.jpg,150,150,https://live.staticflickr.com/65535/54432344027_6c5d9e6fde_n.jpg,320,320,https://live.staticflickr.com/65535/54432344027_83c88d31b7_k.jpg,2048,2048,https://live.staticflickr.com/65535/54432344027_fc709b6a9d_h.jpg,1600,1600,roland,""
54433197771,bc55a8e2bc,65535,66,P1520938,0,1,0,0,9,3424,3424,2025-04-05 23:19:52 -0700,2025-04-20 00:03:28 -0700,2025-04-04 22:23:02 UTC,0,0,roland,5485,6,7,20250404a1 20250404 202504 2024 sun sunny eastvan eastvancouver vancouver bicycling notcloudy notrainy panasonicgm1photo panasonicgm1 gm1 gm1photo rolandtanglaophoto panasonicleica25mmf14 pinkflowerythings pinkflowerythings2025 2025,"",0,0,0,0,https://live.staticflickr.com/65535/54433197771_bc55a8e2bc_s.jpg,75,75,https://live.staticflickr.com/65535/54433197771_bc55a8e2bc_t.jpg,100,100,https://live.staticflickr.com/65535/54433197771_bc55a8e2bc_m.jpg,240,240,https://live.staticflickr.com/65535/54433197771_bc55a8e2bc.jpg,500,500,https://live.staticflickr.com/65535/54433197771_bc55a8e2bc_z.jpg,640,640,https://live.staticflickr.com/65535/54433197771_bc55a8e2bc_b.jpg,1024,1024,https://live.staticflickr.com/65535/54433197771_08475b6d54_o.jpg,3424,3424,https://live.staticflickr.com/65535/54433197771_bc55a8e2bc_q.jpg,150,150,https://live.staticflickr.com/65535/54433197771_bc55a8e2bc_n.jpg,320,320,https://live.staticflickr.com/65535/54433197771_8ea89d60b6_k.jpg,2048,2048,https://live.staticflickr.com/65535/54433197771_11a189b839_h.jpg,1600,1600,roland,""
54432341657,8cdc666a01,65535,66,P1520941,0,1,0,0,9,3424,3424,2025-04-05 23:17:51 -0700,2025-04-20 00:03:27 -0700,2025-04-04 22:25:43 UTC,0,0,roland,5485,6,32,20250404a1 20250404 202504 2024 sun sunny eastvan eastvancouver vancouver bicycling notcloudy notrainy panasonicgm1photo panasonicgm1 gm1 gm1photo rolandtanglaophoto panasonicleica25mmf14 pinkflowerythings pinkflowerythings2025 2025,"",0,0,0,0,https://live.staticflickr.com/65535/54432341657_8cdc666a01_s.jpg,75,75,https://live.staticflickr.com/65535/54432341657_8cdc666a01_t.jpg,100,100,https://live.staticflickr.com/65535/54432341657_8cdc666a01_m.jpg,240,240,https://live.staticflickr.com/65535/54432341657_8cdc666a01.jpg,500,500,https://live.staticflickr.com/65535/54432341657_8cdc666a01_z.jpg,640,640,https://live.staticflickr.com/65535/54432341657_8cdc666a01_b.jpg,1024,1024,https://live.staticflickr.com/65535/54432341657_c237076d05_o.jpg,3424,3424,https://live.staticflickr.com/65535/54432341657_8cdc666a01_q.jpg,150,150,https://live.staticflickr.com/65535/54432341657_8cdc666a01_n.jpg,320,320,https://live.staticflickr.com/65535/54432341657_e4e959371d_k.jpg,2048,2048,https://live.staticflickr.com/65535/54432341657_cee7935cf0_h.jpg,1600,1600,roland,""
54433570660,69bee7650e,65535,66,P1520942,0,1,0,0,9,3424,3424,2025-04-05 23:18:21 -0700,2025-04-20 00:03:26 -0700,2025-04-04 22:25:58 UTC,0,0,roland,5485,6,6,20250404a1 20250404 202504 2024 sun sunny eastvan eastvancouver vancouver bicycling notcloudy notrainy panasonicgm1photo panasonicgm1 gm1 gm1photo rolandtanglaophoto panasonicleica25mmf14 pinkflowerythings pinkflowerythings2025 2025,"",0,0,0,0,https://live.staticflickr.com/65535/54433570660_69bee7650e_s.jpg,75,75,https://live.staticflickr.com/65535/54433570660_69bee7650e_t.jpg,100,100,https://live.staticflickr.com/65535/54433570660_69bee7650e_m.jpg,240,240,https://live.staticflickr.com/65535/54433570660_69bee7650e.jpg,500,500,https://live.staticflickr.com/65535/54433570660_69bee7650e_z.jpg,640,640,https://live.staticflickr.com/65535/54433570660_69bee7650e_b.jpg,1024,1024,https://live.staticflickr.com/65535/54433570660_ed86474b81_o.jpg,3424,3424,https://live.staticflickr.com/65535/54433570660_69bee7650e_q.jpg,150,150,https://live.staticflickr.com/65535/54433570660_69bee7650e_n.jpg,320,320,https://live.staticflickr.com/65535/54433570660_f259c94a72_k.jpg,2048,2048,https://live.staticflickr.com/65535/54433570660_4414f9f215_h.jpg,1600,1600,roland,""
54433570560,007856f544,65535,66,P1520943,0,1,0,0,9,3424,3424,2025-04-05 23:18:17 -0700,2025-04-20 00:03:26 -0700,2025-04-04 22:26:00 UTC,0,0,roland,5485,6,6,20250404a1 20250404 202504 2024 sun sunny eastvan eastvancouver vancouver bicycling notcloudy notrainy panasonicgm1photo panasonicgm1 gm1 gm1photo rolandtanglaophoto panasonicleica25mmf14 pinkflowerythings pinkflowerythings2025 2025,"",0,0,0,0,https://live.staticflickr.com/65535/54433570560_007856f544_s.jpg,75,75,https://live.staticflickr.com/65535/54433570560_007856f544_t.jpg,100,100,https://live.staticflickr.com/65535/54433570560_007856f544_m.jpg,240,240,https://live.staticflickr.com/65535/54433570560_007856f544.jpg,500,500,https://live.staticflickr.com/65535/54433570560_007856f544_z.jpg,640,640,https://live.staticflickr.com/65535/54433570560_007856f544_b.jpg,1024,1024,https://live.staticflickr.com/65535/54433570560_d737bdf77d_o.jpg,3424,3424,https://live.staticflickr.com/65535/54433570560_007856f544_q.jpg,150,150,https://live.staticflickr.com/65535/54433570560_007856f544_n.jpg,320,320,https://live.staticflickr.com/65535/54433570560_e024501a7c_k.jpg,2048,2048,https://live.staticflickr.com/65535/54433570560_01bef5933b_h.jpg,1600,1600,roland,""
54433444193,92d1e82f44,65535,66,P1520945,0,1,0,0,9,3424,3424,2025-04-05 23:15:36 -0700,2025-04-20 00:03:25 -0700,2025-04-04 22:28:36 UTC,0,0,roland,5485,6,11,20250404a1 20250404 202504 2024 sun sunny eastvan eastvancouver vancouver bicycling notcloudy notrainy panasonicgm1photo panasonicgm1 gm1 gm1photo rolandtanglaophoto panasonicleica25mmf14 pinkflowerythings pinkflowerythings2025 2025,"",0,0,0,0,https://live.staticflickr.com/65535/54433444193_92d1e82f44_s.jpg,75,75,https://live.staticflickr.com/65535/54433444193_92d1e82f44_t.jpg,100,100,https://live.staticflickr.com/65535/54433444193_92d1e82f44_m.jpg,240,240,https://live.staticflickr.com/65535/54433444193_92d1e82f44.jpg,500,500,https://live.staticflickr.com/65535/54433444193_92d1e82f44_z.jpg,640,640,https://live.staticflickr.com/65535/54433444193_92d1e82f44_b.jpg,1024,1024,https://live.staticflickr.com/65535/54433444193_3e992599ba_o.jpg,3424,3424,https://live.staticflickr.com/65535/54433444193_92d1e82f44_q.jpg,150,150,https://live.staticflickr.com/65535/54433444193_92d1e82f44_n.jpg,320,320,https://live.staticflickr.com/65535/54433444193_7295f9ff22_k.jpg,2048,2048,https://live.staticflickr.com/65535/54433444193_1fdc5cb2f5_h.jpg,1600,1600,roland,""
54433194751,9282767e2b,65535,66,P1520946,0,1,0,0,9,3424,3424,2025-04-05 23:17:15 -0700,2025-04-20 00:03:24 -0700,2025-04-04 22:28:58 UTC,0,0,roland,5485,6,7,20250404a1 20250404 202504 2024 sun sunny eastvan eastvancouver vancouver bicycling notcloudy notrainy panasonicgm1photo panasonicgm1 gm1 gm1photo rolandtanglaophoto panasonicleica25mmf14 pinkflowerythings pinkflowerythings2025 2025,"",0,0,0,0,https://live.staticflickr.com/65535/54433194751_9282767e2b_s.jpg,75,75,https://live.staticflickr.com/65535/54433194751_9282767e2b_t.jpg,100,100,https://live.staticflickr.com/65535/54433194751_9282767e2b_m.jpg,240,240,https://live.staticflickr.com/65535/54433194751_9282767e2b.jpg,500,500,https://live.staticflickr.com/65535/54433194751_9282767e2b_z.jpg,640,640,https://live.staticflickr.com/65535/54433194751_9282767e2b_b.jpg,1024,1024,https://live.staticflickr.com/65535/54433194751_8d8f498a46_o.jpg,3424,3424,https://live.staticflickr.com/65535/54433194751_9282767e2b_q.jpg,150,150,https://live.staticflickr.com/65535/54433194751_9282767e2b_n.jpg,320,320,https://live.staticflickr.com/65535/54433194751_8bc96c58e5_k.jpg,2048,2048,https://live.staticflickr.com/65535/54433194751_cbed61051a_h.jpg,1600,1600,roland,""
54432340832,f7702be20a,65535,66,P1520947,0,1,0,0,9,3424,3424,2025-04-05 23:17:10 -0700,2025-04-20 00:03:23 -0700,2025-04-04 22:42:51 UTC,0,0,roland,5485,6,3,20250404a1 20250404 202504 2024 sun sunny eastvan eastvancouver vancouver bicycling notcloudy notrainy panasonicgm1photo panasonicgm1 gm1 gm1photo rolandtanglaophoto panasonicleica25mmf14 pinkflowerythings pinkflowerythings2025 2025,"",0,0,0,0,https://live.staticflickr.com/65535/54432340832_f7702be20a_s.jpg,75,75,https://live.staticflickr.com/65535/54432340832_f7702be20a_t.jpg,100,100,https://live.staticflickr.com/65535/54432340832_f7702be20a_m.jpg,240,240,https://live.staticflickr.com/65535/54432340832_f7702be20a.jpg,500,500,https://live.staticflickr.com/65535/54432340832_f7702be20a_z.jpg,640,640,https://live.staticflickr.com/65535/54432340832_f7702be20a_b.jpg,1024,1024,https://live.staticflickr.com/65535/54432340832_85832b5d13_o.jpg,3424,3424,https://live.staticflickr.com/65535/54432340832_f7702be20a_q.jpg,150,150,https://live.staticflickr.com/65535/54432340832_f7702be20a_n.jpg,320,320,https://live.staticflickr.com/65535/54432340832_fc93d557ca_k.jpg,2048,2048,https://live.staticflickr.com/65535/54432340832_44f96392a3_h.jpg,1600,1600,roland,""
54433445853,a89373dd6d,65535,66,P1520948,0,1,0,0,9,3424,3424,2025-04-05 23:17:04 -0700,2025-04-20 00:03:22 -0700,2025-04-04 22:42:51 UTC,0,0,roland,5485,6,7,20250404a1 20250404 202504 2024 sun sunny eastvan eastvancouver vancouver bicycling notcloudy notrainy panasonicgm1photo panasonicgm1 gm1 gm1photo rolandtanglaophoto panasonicleica25mmf14 pinkflowerythings pinkflowerythings2025 2025,"",0,0,0,0,https://live.staticflickr.com/65535/54433445853_a89373dd6d_s.jpg,75,75,https://live.staticflickr.com/65535/54433445853_a89373dd6d_t.jpg,100,100,https://live.staticflickr.com/65535/54433445853_a89373dd6d_m.jpg,240,240,https://live.staticflickr.com/65535/54433445853_a89373dd6d.jpg,500,500,https://live.staticflickr.com/65535/54433445853_a89373dd6d_z.jpg,640,640,https://live.staticflickr.com/65535/54433445853_a89373dd6d_b.jpg,1024,1024,https://live.staticflickr.com/65535/54433445853_0abbe1f7f3_o.jpg,3424,3424,https://live.staticflickr.com/65535/54433445853_a89373dd6d_q.jpg,150,150,https://live.staticflickr.com/65535/54433445853_a89373dd6d_n.jpg,320,320,https://live.staticflickr.com/65535/54433445853_539aecec19_k.jpg,2048,2048,https://live.staticflickr.com/65535/54433445853_980ab2b0d5_h.jpg,1600,1600,roland,""
54433568985,419b6b8b63,65535,66,P1520949,0,1,0,0,9,3424,3424,2025-04-05 23:16:45 -0700,2025-04-20 00:03:21 -0700,2025-04-04 22:42:53 UTC,0,0,roland,5485,6,5,20250404a1 20250404 202504 2024 sun sunny eastvan eastvancouver vancouver bicycling notcloudy notrainy panasonicgm1photo panasonicgm1 gm1 gm1photo rolandtanglaophoto panasonicleica25mmf14 pinkflowerythings pinkflowerythings2025 2025,"",0,0,0,0,https://live.staticflickr.com/65535/54433568985_419b6b8b63_s.jpg,75,75,https://live.staticflickr.com/65535/54433568985_419b6b8b63_t.jpg,100,100,https://live.staticflickr.com/65535/54433568985_419b6b8b63_m.jpg,240,240,https://live.staticflickr.com/65535/54433568985_419b6b8b63.jpg,500,500,https://live.staticflickr.com/65535/54433568985_419b6b8b63_z.jpg,640,640,https://live.staticflickr.com/65535/54433568985_419b6b8b63_b.jpg,1024,1024,https://live.staticflickr.com/65535/54433568985_814f68ac5b_o.jpg,3424,3424,https://live.staticflickr.com/65535/54433568985_419b6b8b63_q.jpg,150,150,https://live.staticflickr.com/65535/54433568985_419b6b8b63_n.jpg,320,320,https://live.staticflickr.com/65535/54433568985_2c25466141_k.jpg,2048,2048,https://live.staticflickr.com/65535/54433568985_7c2acb73b7_h.jpg,1600,1600,roland,""
